record_id,state,district,latitude,longitude,elevation_m,slope_deg,aspect_deg,soil_type,land_cover,distance_to_road_m,distance_to_river_m,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_3d_mm,rainfall_7d_mm,historical_landslide_count_5km,date,landslide_probability_true,landslide_occurred,data_source
TG-003434,Manipur,Senapati,25.54348,94.48788,1545.2,19.66,24.1,Sandy Loam,Sparse Forest,12.2,423.1,2.3,,47.6,76.7,190,1,16-11-2015,0.0116,0,DEMO DATA
TG-003435,Arunachal Pradesh,West Kameng,28.67006,93.17609,2388,11.26,350.1,Clay Loam,Sparse Forest,229.5,42.8,2.1,1.8,6.4,61.6,108.6,2,09-02-2024,0.0094,0,DEMO DATA
TG-003436,Nagaland,Tuensang,25.50171,94.44441,866.1,30.01,242.8,Silty Clay,Sparse Forest,609.1,723.1,19.1,62.2,136.4,202.9,349.5,0,04-06-2016,0.0279,0,DEMO DATA
TG-003437,Nagaland,Zunheboto,26.33971,94.39661,2055.8,17.66,355.7,Silty Clay,Dense Forest,398.1,137.5,19.6,79,229.5,580.5,950,4,31-03-2022,0.084,0,DEMO DATA
TG-003438,Nagaland,Dimapur,26.66498,93.75723,795.8,44.23,239.2,Laterite,Barren/Rocky,360.4,276.9,34.6,135.7,258.8,496.3,756.5,8,10-09-2020,0.7497,1,DEMO DATA
TG-003439,Sikkim,North Sikkim,27.1704,88.61358,,54.98,231,Silty Clay,Sparse Forest,13,308,8.3,12.1,9.4,75,232.9,2,10-10-2019,0.0631,0,DEMO DATA
TG-003440,Assam,Kamrup,25.25531,90.90819,20,19.72,319.1,,Grassland,437.7,1440.2,3.5,3.4,0,0.3,0,1,07-05-2018,0.0116,0,DEMO DATA
TG-003441,Meghalaya,West Garo Hills,25.04182,91.24483,2185.4,55.49,150.9,Silty Clay,Sparse Forest,517.8,270,28,118.3,216.9,474.2,843.6,3,13-11-2024,0.4385,1,DEMO DATA
TG-003442,Tripura,Khowai,23.68134,92.11781,329.5,6.89,142.4,Sandy Loam,Barren/Rocky,497.9,364,8.8,36.3,85.4,210.1,317,2,07-03-2017,0.0191,1,DEMO DATA
TG-003443,Arunachal Pradesh,Upper Siang,27.28767,93.01384,2043.9,39.99,142.4,Rocky/Gravelly,Sparse Forest,137.9,357.9,26.6,58.7,186.6,458.7,663.1,3,21-03-2025,0.1879,0,DEMO DATA
TG-003444,Tripura,Dhalai,22.94342,92.23745,2485.5,16.41,66.7,Loam,Agricultural Land,256.8,1387.1,11.4,35.8,49.2,91.6,129.6,0,10-12-2016,0.0083,0,DEMO DATA
TG-003445,Arunachal Pradesh,Lower Subansiri,28.39562,96.84962,1920.8,38.84,262.1,Silty Clay,Agricultural Land,422.1,582.8,34.1,152.3,469.1,795.8,1069.4,5,05-09-2025,0.9065,1,DEMO DATA
TG-003446,Meghalaya,West Garo Hills,25.5591,91.67852,1538.6,35.81,113.8,Rocky/Gravelly,Sparse Forest,5,74.2,22.4,92.3,227,517.1,796.7,4,13-08-2021,0.2736,1,DEMO DATA
TG-003447,Nagaland,Kohima,25.39163,94.39336,1435,28.06,301.3,Loam,Sparse Forest,1299.4,466,7.3,22.6,76.6,137.7,218.2,1,11-10-2017,0.0153,0,DEMO DATA
TG-003448,Assam,Golaghat,24.34958,95.03963,1126.5,0,91.1,Sandy Loam,Built-up/Urban,19.9,427.2,25.8,80.2,205.8,429.2,599.9,2,25-11-2021,0.026,0,DEMO DATA
TG-003449,Mizoram,Aizawl,23.18779,92.6771,1673.9,32.61,3.4,Silty Clay,Sparse Forest,56.6,727.8,1.8,13.4,11.8,13.8,22,2,29-04-2021,0.0207,0,DEMO DATA
TG-003450,Assam,Dima Hasao,27.02511,94.9415,1199.5,11.03,185.8,Clay Loam,Built-up/Urban,427.1,439.8,8.4,25,65.5,146,354.8,2,22-07-2021,0.0162,0,DEMO DATA
TG-003451,Meghalaya,Jaintia Hills,25.05262,90.63533,1138.7,,356.4,Sandy Loam,Dense Forest,250.7,927.7,22.5,,252.3,570.6,1158.1,3,09-07-2023,0.568,1,DEMO DATA
TG-003452,Arunachal Pradesh,Lohit,29.07667,94.39965,1143.8,24.24,331.7,Rocky/Gravelly,Dense Forest,200.7,385.9,25.7,94.4,250.8,534.7,790.7,2,22-12-2020,0.0874,0,DEMO DATA
TG-003453,Meghalaya,East Khasi Hills,25.09359,91.42256,681.8,33.5,73.6,Sandy Loam,Built-up/Urban,407.9,438,14,46.1,113.6,341.6,577.4,3,21-09-2018,0.0748,0,DEMO DATA
TG-003454,Arunachal Pradesh,West Siang,26.83836,92.84478,2190.4,19.12,305.8,Rocky/Gravelly,Agricultural Land,26.8,271.6,4.7,22.1,75.1,178.9,317.5,2,29-07-2023,0.0309,0,DEMO DATA
TG-003455,Nagaland,Wokha,26.17205,95.79725,1355.5,23.24,29.2,Silty Clay,Sparse Forest,116.2,596.1,2.4,27.2,54,121.9,187.5,2,24-06-2018,0.0201,0,DEMO DATA
TG-003456,Assam,Kamrup,27.80895,90.4281,20,,176.9,Rocky/Gravelly,Sparse Forest,30.9,272.5,7.5,24.9,34.6,127,214.6,0,01-05-2024,0.01,0,DEMO DATA
TG-003457,Tripura,Khowai,23.40906,91.513,2962.2,0,134.9,Sandy Loam,Sparse Forest,9.6,51.5,16.2,34.5,54.8,161.2,156.1,1,02-02-2015,0.0063,0,DEMO DATA
TG-003458,Arunachal Pradesh,Lower Subansiri,28.81121,93.08218,936.6,13.67,241.9,Rocky/Gravelly,Barren/Rocky,53.1,240.3,45.9,121.6,390.2,978.2,1381.9,2,13-07-2019,0.3397,0,DEMO DATA
TG-003459,Sikkim,North Sikkim,28.10898,88.05578,3013.5,49.88,211.9,Clay Loam,Dense Forest,43.4,200.4,48.2,169.3,320,687.6,1380.7,5,27-10-2022,0.8259,1,DEMO DATA
TG-003460,Nagaland,Wokha,26.89866,94.12485,,41.96,153.4,Laterite,Agricultural Land,12.7,442,33,92.7,215.4,526.7,721.6,2,10-11-2024,0.2717,0,DEMO DATA
TG-003461,Nagaland,Wokha,25.53374,93.56519,496.8,6.19,357.5,Rocky/Gravelly,Dense Forest,773.1,91.9,7.2,30.8,78.2,196.1,308.4,2,04-01-2019,0.0112,0,DEMO DATA
TG-003462,Tripura,Dhalai,23.96025,91.86403,1581.4,1.08,224.6,Laterite,Barren/Rocky,152.3,,36.4,97.1,259.1,473.2,853.4,1,01-04-2015,0.0538,0,DEMO DATA
TG-003463,Meghalaya,Ri Bhoi,25.82712,90.67215,2187.6,16.93,45.4,Laterite,Dense Forest,758.5,1056.9,18.6,66,105.8,291.1,356.7,2,08-02-2023,0.0196,0,DEMO DATA
TG-003464,Nagaland,Tuensang,26.11612,93.73877,1864.2,2.43,211.1,Loam,Agricultural Land,259.4,279,31.8,100,327.6,690,1147.8,3,06-01-2021,0.0783,1,DEMO DATA
TG-003465,Sikkim,North Sikkim,28.00976,88.86199,20,20,229.1,Sandy Loam,Dense Forest,36.6,43.6,20.9,81.2,163.1,355.3,568.5,1,23-07-2021,0.0251,0,DEMO DATA
TG-003466,Manipur,Tamenglong,23.82828,93.63324,2200.4,4.6,239.9,,Grassland,670.5,2731.1,10,41.1,112.5,186.6,217.2,1,29-07-2015,0.0092,0,DEMO DATA
TG-003467,Arunachal Pradesh,West Siang,27.62662,92.79214,1741.8,0,213.1,Rocky/Gravelly,Agricultural Land,59.1,30.3,17.4,61.4,174.4,328,604.3,2,21-11-2021,0.0275,0,DEMO DATA
TG-003468,Manipur,Imphal West,24.88281,94.55916,1041.3,41.5,53.5,Rocky/Gravelly,Agricultural Land,467.1,517,5.2,25.1,74.3,141.2,277.8,4,26-06-2018,0.092,0,DEMO DATA
TG-003469,Nagaland,Dimapur,26.92916,95.27005,1389.1,27.21,294.9,Silty Clay,Built-up/Urban,490.2,280.6,25.8,65.4,179,406.7,721.8,2,19-11-2024,0.0822,0,DEMO DATA
TG-003470,Nagaland,Mokokchung,26.23577,94.70299,1791,12.18,247.4,Rocky/Gravelly,Shrubland,28.7,175,19.8,66.3,205.1,394.5,532,1,15-11-2016,0.0395,0,DEMO DATA
TG-003471,Arunachal Pradesh,West Siang,26.8167,95.87756,1426.3,33.32,0.5,Laterite,Dense Forest,247.9,2134.8,10.7,30.7,87.5,145.6,324.4,1,11-12-2023,0.0232,0,DEMO DATA
TG-003472,Manipur,Churachandpur,25.67051,93.26533,2435.7,11.25,23.2,Silty Clay,Grassland,158.2,,15.2,65.8,171.8,294.9,453.7,2,28-10-2024,0.0314,0,DEMO DATA
TG-003473,Meghalaya,Jaintia Hills,25.39785,90.77371,2810.5,19.44,27.3,Laterite,Dense Forest,204.2,478.3,15.6,49.9,115.3,268.5,449.3,1,17-10-2025,0.0218,0,DEMO DATA
TG-003474,Meghalaya,East Khasi Hills,26.0533,92.62257,811.9,19.16,272.6,Rocky/Gravelly,Grassland,733.7,969.8,10,27.9,88.5,212.9,253.9,1,27-01-2017,0.0223,0,DEMO DATA
TG-003475,Tripura,South Tripura,23.07443,91.38379,414.8,41.62,196.2,Laterite,Dense Forest,241.2,126,22.9,57.7,120.8,267.1,485.1,1,13-12-2015,0.0556,0,DEMO DATA
TG-003476,Assam,Nagaon,27.55071,89.78694,1933.9,26.09,16.4,Loam,Agricultural Land,39.1,473.9,20.8,52.1,97.9,253.2,309.7,2,06-05-2021,0.031,0,DEMO DATA
TG-003477,Arunachal Pradesh,West Siang,28.69072,94.6673,1311.6,24.04,197.9,Clay Loam,Sparse Forest,90.1,498.4,2.5,5.2,30.1,111.2,241.2,0,31-08-2021,0.0127,0,DEMO DATA
TG-003478,Assam,Cachar,25.87255,91.22054,774.4,32.36,181.4,Sandy Loam,Agricultural Land,158.9,565.8,15.5,55.9,127.2,302.2,535.2,4,06-01-2019,0.0806,0,DEMO DATA
TG-003479,Nagaland,Zunheboto,26.52306,95.22026,2310.5,37.6,195.3,Loam,Shrubland,538.8,596.5,2.4,2.6,5,40.8,101.3,2,26-03-2022,0.021,0,DEMO DATA
TG-003480,Meghalaya,Ri Bhoi,25.80704,90.39573,1207.8,20.22,302.1,Laterite,Grassland,509.9,187.5,26.4,,316,586.7,1006.4,1,19-02-2019,0.1143,0,DEMO DATA
TG-003481,Sikkim,East Sikkim,27.81681,88.62381,2337.9,35.06,41.9,Clay Loam,Dense Forest,321.4,991.4,9.2,32.1,58.6,81,102.8,3,25-02-2025,0.026,0,DEMO DATA
TG-003482,Nagaland,Kohima,25.69203,93.79917,577.2,16.8,195.6,,Sparse Forest,125.5,513.7,54.2,222.9,535.6,1168.9,1536.3,4,11-02-2018,0.4374,1,DEMO DATA
TG-003483,Tripura,West Tripura,24.44003,91.11712,112.4,11.39,166.3,Clay Loam,Dense Forest,23.6,1623.6,8.1,32.8,70.4,199.7,408.4,0,13-07-2017,0.0078,0,DEMO DATA
TG-003484,Sikkim,North Sikkim,27.43873,88.6971,1688.5,34.21,229.4,Rocky/Gravelly,Built-up/Urban,346.7,720.5,3.3,17.9,14.8,48.7,52.7,1,04-01-2019,0.0277,0,DEMO DATA
TG-003485,Meghalaya,South Garo Hills,25.08607,92.0459,2239.8,39.33,285.6,Rocky/Gravelly,Dense Forest,885,2091.9,14.4,49.5,111.4,251.3,286.9,4,06-03-2018,0.0633,0,DEMO DATA
TG-003486,Sikkim,South Sikkim,27.18412,88.66688,2623.8,39.94,119.1,Laterite,Agricultural Land,1556.5,166.5,1,8.3,24.6,107.5,220.7,2,30-07-2024,0.0426,0,DEMO DATA
TG-003487,Meghalaya,West Garo Hills,25.23062,91.00478,,50.44,248.7,Rocky/Gravelly,Shrubland,237.4,1051.6,37.7,142.6,388.2,703.3,932.2,2,13-07-2017,0.9089,1,DEMO DATA
TG-003488,Nagaland,Wokha,25.71261,94.73676,1074.3,33.76,7.2,Loam,Agricultural Land,600.1,187.3,27.3,66.6,202.6,355.8,513.2,3,02-09-2021,0.0998,0,DEMO DATA
TG-003489,Assam,Cachar,26.9639,95.58869,1518,7.5,308.6,Clay Loam,Sparse Forest,167.1,1274.3,7.3,36.3,56.9,164.6,244.2,3,07-10-2015,0.0124,0,DEMO DATA
TG-003490,Nagaland,Tuensang,26.21955,94.18291,,38.67,129.6,,Grassland,406.1,178.8,8.2,21.6,33,20,23.4,3,06-07-2019,0.0294,0,DEMO DATA
TG-003491,Sikkim,South Sikkim,28.16771,88.12111,2108,19.12,281.9,Laterite,Agricultural Land,238,1875.4,44.2,199.5,364,898.6,1296.9,1,20-03-2016,0.1985,0,DEMO DATA
TG-003492,Assam,Dibrugarh,26.18612,95.17807,,4.19,61,Silty Clay,Dense Forest,66.7,280.4,19.6,62,120.3,256.3,359.7,2,08-07-2016,0.0119,0,DEMO DATA
TG-003493,Nagaland,Mokokchung,26.92235,95.0242,1843.2,23.27,1.4,Clay Loam,Dense Forest,712.2,460.4,11.9,41.7,78.5,144.3,255.1,3,07-02-2016,0.0194,0,DEMO DATA
TG-003494,Mizoram,Champhai,24.39703,92.61844,1814.7,38.11,226.6,Sandy Loam,Dense Forest,372,2062.2,40.2,171.3,493.2,814.5,1443.5,2,16-02-2019,0.7837,0,DEMO DATA
TG-003495,Arunachal Pradesh,West Kameng,26.68434,92.80029,1038.3,43.41,188.6,Rocky/Gravelly,Dense Forest,1084.1,391.6,26.6,96.3,273.9,711.7,1273.8,3,24-02-2022,0.4899,0,DEMO DATA
TG-003496,Mizoram,Lunglei,22.81651,92.73471,1730.5,23.41,26.2,Loam,Sparse Forest,1055.9,185.5,11.6,49.5,107.3,210.1,289.5,1,17-01-2018,0.017,0,DEMO DATA
TG-003497,Meghalaya,East Khasi Hills,25.30807,90.94476,1733.5,40.19,135,Clay Loam,Dense Forest,82.7,5,15.3,53.6,138.1,246.5,447.2,3,25-11-2017,0.0657,0,DEMO DATA
TG-003498,Nagaland,Zunheboto,25.7882,94.54018,718.5,35.35,307.7,Laterite,Dense Forest,257.1,2401.3,24,60.8,135.4,199.9,314.6,2,10-01-2024,0.0384,0,DEMO DATA
TG-003499,Meghalaya,Ri Bhoi,25.24609,92.21603,721.2,21.53,74.1,Silty Clay,Sparse Forest,1385.6,695,21.8,70.4,201.1,388.6,523.1,0,18-11-2024,0.0312,0,DEMO DATA
TG-003500,Nagaland,Mokokchung,25.92292,94.69634,1816.2,20.07,22.9,Laterite,Barren/Rocky,146.8,269.4,21.6,81.9,198.3,404.3,591.2,6,30-06-2015,0.1781,0,DEMO DATA
TG-003501,Assam,Nagaon,26.40937,93.23611,134.8,21,104.4,Laterite,Agricultural Land,64.1,535.1,23.4,84.2,204.5,383.2,665.3,1,04-02-2017,0.0618,0,DEMO DATA
TG-003502,Tripura,South Tripura,24.48158,91.65556,416.3,,290.7,Silty Clay,Sparse Forest,308,571.8,6.2,18.8,27.9,36.5,84,1,12-02-2021,0.0069,0,DEMO DATA
TG-003503,Meghalaya,East Khasi Hills,25.28728,92.57195,2742.3,48.71,89.4,Clay Loam,Dense Forest,57.8,36.9,36.3,140.7,408.8,745.5,1179.5,0,16-08-2016,0.8482,1,DEMO DATA
TG-003504,Manipur,Senapati,24.74682,94.09344,639,23.43,8.2,Sandy Loam,Built-up/Urban,191.7,86.4,22.8,67,178.8,428.4,653.1,3,26-05-2016,0.0765,0,DEMO DATA
TG-003505,Meghalaya,Jaintia Hills,25.18885,89.85716,2010.5,14.67,191.1,Loam,Dense Forest,259.9,48,44.5,163,310.3,770.3,1554.9,4,30-08-2025,0.1252,0,DEMO DATA
TG-003506,Assam,Dibrugarh,24.66064,91.99757,20,24.41,215.9,Silty Clay,Sparse Forest,55,504.3,14.1,52.9,166.6,390.3,759.6,1,26-08-2018,0.051,0,DEMO DATA
TG-003507,Arunachal Pradesh,Papum Pare,26.68543,92.05402,900.5,5.64,177.6,Silty Clay,Sparse Forest,684.9,325.7,6.5,22.8,26.7,56.4,171.7,1,11-10-2025,0.0064,0,DEMO DATA
TG-003508,Manipur,Churachandpur,25.44624,94.44107,1015.4,19.22,160.3,Rocky/Gravelly,Agricultural Land,859.6,824.1,20.3,75.5,139.1,270.6,396.5,1,16-04-2021,0.032,0,DEMO DATA
TG-003509,Mizoram,Aizawl,24.17008,92.69199,2119.9,18.34,9.1,Clay Loam,Grassland,400.2,411.8,4.4,13.4,40.4,83.3,164.5,0,12-04-2017,0.0108,0,DEMO DATA
TG-003510,Assam,Kamrup,24.52601,90.58256,374.2,30.51,233.3,Laterite,Dense Forest,24.8,46.7,29.3,77.1,159,352.5,748.5,3,27-10-2018,0.075,0,DEMO DATA
TG-003511,Assam,Dima Hasao,25.42268,93.24988,625.5,,297.8,Clay Loam,Dense Forest,81.1,1412.2,6.3,11.6,9.6,11.3,6.1,1,13-02-2019,0.004,0,DEMO DATA
TG-003512,Manipur,Tamenglong,25.03262,93.54094,611.1,0,115.4,Laterite,Grassland,149.9,212,1.3,,0,0,0,1,27-08-2018,0.0054,0,DEMO DATA
TG-003513,Manipur,Senapati,24.74426,93.38038,1780.9,25.59,107.6,Clay Loam,Agricultural Land,130.6,390.1,0.3,0,1.8,0.5,0,2,17-01-2018,0.0166,0,DEMO DATA
TG-003514,Meghalaya,West Garo Hills,25.09911,92.30866,1915,1.53,208.1,Loam,Agricultural Land,313.6,499,27.7,114.8,268.6,658.7,1196.6,5,20-01-2025,0.0847,0,DEMO DATA
TG-003515,Mizoram,Saiha,23.61319,92.26064,54.6,31.31,244.6,Laterite,Dense Forest,855.4,253.8,26.6,118.2,284.4,709.6,1079.7,6,24-09-2019,0.3741,0,DEMO DATA
TG-003516,Meghalaya,East Khasi Hills,25.43115,90.18629,1651.4,53.18,337,Loam,Dense Forest,92.6,1350.4,25.8,92,213.1,417.1,574.9,4,10-04-2015,0.255,0,DEMO DATA
TG-003517,Manipur,Tamenglong,24.43832,93.48373,536.1,31.57,168.5,Laterite,Shrubland,811,138,6.8,37.1,84.6,184.2,328.6,1,29-01-2021,0.035,0,DEMO DATA
TG-003518,Mizoram,Champhai,23.07318,93.05849,1492.5,12.86,55.3,Silty Clay,Barren/Rocky,31,462.5,3.3,14.2,26,38.8,0,2,19-01-2022,0.0163,0,DEMO DATA
TG-003519,Tripura,Khowai,23.56398,91.23381,993.4,30.17,181.1,Silty Clay,Grassland,827.8,351.2,35.9,152.6,301,546.9,710.7,1,03-04-2016,0.1659,0,DEMO DATA
TG-003520,Nagaland,Dimapur,26.73394,94.46358,2709.2,,29.3,Sandy Loam,Barren/Rocky,578.6,605.6,13.1,65.6,204.7,333,513.4,1,27-11-2023,0.0359,0,DEMO DATA
TG-003521,Manipur,Tamenglong,23.88683,94.65606,1692.3,22.9,285.3,Laterite,Sparse Forest,120.9,34.1,13.3,50.7,99.9,172.3,305.4,1,15-04-2020,0.0257,0,DEMO DATA
TG-003522,Arunachal Pradesh,West Kameng,28.61913,95.17639,946.4,30.74,110.4,Silty Clay,Agricultural Land,647.3,113.6,17.4,64.8,194.6,348.2,563.9,3,12-01-2022,0.1056,0,DEMO DATA
TG-003523,Sikkim,North Sikkim,27.76257,88.44911,1667.7,21.14,37,Rocky/Gravelly,Sparse Forest,2121.2,1539.4,31.9,91.8,204,468.7,932,2,02-08-2016,0.0622,0,DEMO DATA
TG-003524,Meghalaya,East Khasi Hills,25.37152,91.24594,1532.8,28.4,227.4,Sandy Loam,Agricultural Land,787.9,341.6,9.3,35.7,96.6,224.9,399.2,3,13-08-2020,0.0412,0,DEMO DATA
TG-003525,Assam,Golaghat,27.89408,93.53313,1464.7,0,325.5,Sandy Loam,Dense Forest,481.6,242.9,22.5,89.3,307.4,681.9,1316.3,1,07-02-2022,0.0347,0,DEMO DATA
TG-003526,Meghalaya,Jaintia Hills,25.96641,90.7085,1335.4,14.32,275.9,Clay Loam,Dense Forest,44.6,467,2.3,9.4,24.5,66.4,141.8,2,12-02-2022,0.0084,0,DEMO DATA
TG-003527,Tripura,Khowai,23.02089,91.63183,990.1,22.6,276.5,Clay Loam,Dense Forest,1037.4,108.2,28.3,112.3,325.5,640.5,1008.9,1,11-04-2016,0.0802,0,DEMO DATA
TG-003528,Assam,Cachar,24.74176,91.90205,20,0,271.4,Clay Loam,Shrubland,233.9,1112.4,0.4,8.3,38,116.4,235.9,1,06-10-2025,0.0061,0,DEMO DATA
TG-003529,Manipur,Tamenglong,25.21079,93.9845,1954,35.03,95.2,Laterite,Shrubland,80,346.2,39.3,177.6,458.1,1098.5,1723.6,2,30-05-2021,0.8515,1,DEMO DATA
TG-003530,Assam,Dibrugarh,27.15222,90.54992,995.7,3.41,288.8,Rocky/Gravelly,Barren/Rocky,125.6,440.7,8.7,21.4,55.9,65,109.2,2,21-11-2021,0.0157,0,DEMO DATA
TG-003531,Manipur,Tamenglong,24.58217,93.17266,2960.9,23.75,261.8,Sandy Loam,Built-up/Urban,699.9,955.3,12.1,32.2,107.7,239.4,314.6,1,10-01-2017,0.0258,0,DEMO DATA
TG-003532,Sikkim,West Sikkim,27.11033,88.843,1739,36.02,47,Sandy Loam,Dense Forest,25.6,1525,20,66.6,213.9,480.3,749.7,4,04-04-2015,0.1338,0,DEMO DATA
TG-003533,Arunachal Pradesh,West Kameng,28.05807,96.39029,1433.7,20.93,329.4,Clay Loam,Sparse Forest,174.6,179,1.3,22.3,76.2,92.9,139.5,5,11-02-2017,0.0317,0,DEMO DATA
TG-003534,Arunachal Pradesh,Papum Pare,29.22066,93.25562,1756.1,18.3,88.1,Rocky/Gravelly,Shrubland,245.1,564.4,22.4,70.6,143,230.1,388.6,3,24-05-2024,0.0421,0,DEMO DATA
TG-003535,Tripura,Sepahijala,24.14143,91.95093,1852.3,17.78,36.6,Rocky/Gravelly,Agricultural Land,1009.9,,3.7,16.9,40.5,86.2,94.8,1,26-09-2015,0.0152,0,DEMO DATA
TG-003536,Nagaland,Zunheboto,25.89369,94.59296,1258.4,53.8,159.1,Loam,Dense Forest,120.8,398.5,19.1,73.2,219,463.1,961,3,30-01-2017,0.3053,1,DEMO DATA
TG-003537,Mizoram,Saiha,22.11968,92.21641,2716.2,47.44,38.1,Rocky/Gravelly,Built-up/Urban,466.4,647.1,30,73.3,171.5,416.1,699.8,3,18-12-2021,0.2429,0,DEMO DATA
TG-003538,Meghalaya,West Khasi Hills,25.78355,92.77149,1290.3,59.07,110.8,Loam,Barren/Rocky,1046.7,548.7,34.7,98.1,200.3,506.6,938.2,2,19-06-2015,0.4206,0,DEMO DATA
TG-003539,Arunachal Pradesh,Upper Siang,28.50167,92.03582,1261.8,31.16,199.4,Clay Loam,Sparse Forest,645.8,1462.6,45.1,164.7,399.5,793.9,1301,2,25-06-2023,0.429,0,DEMO DATA
TG-003540,Tripura,Sepahijala,23.58182,92.05634,20,0,238.8,Clay Loam,Barren/Rocky,1161.4,741.2,7.7,21.5,66,90.8,141.8,1,17-03-2015,0.0088,0,DEMO DATA
TG-003541,Mizoram,Serchhip,22.36031,93.07259,1183.2,36.36,293.1,Laterite,Dense Forest,7.8,586.1,6.4,36.7,125.8,284.2,446.2,2,07-08-2019,0.0531,0,DEMO DATA
TG-003542,Manipur,Ukhrul,24.96868,93.4009,46.6,16,205.8,Silty Clay,Built-up/Urban,398.9,59.8,10.9,44,134.8,296.8,589.2,0,18-02-2016,0.0272,0,DEMO DATA
TG-003543,Assam,Dibrugarh,25.49499,94.84854,924.1,19.44,286.3,Clay Loam,Agricultural Land,715.6,1199.4,10.4,29.4,89.6,278.5,397,1,10-09-2022,0.0219,0,DEMO DATA
TG-003544,Meghalaya,Jaintia Hills,26.03986,92.53434,2034.2,36.88,19.6,Clay Loam,Agricultural Land,411.2,1740.2,45.4,177.3,373.4,699.6,972.8,5,23-01-2023,0.6782,1,DEMO DATA
TG-003545,Assam,Kamrup,25.27892,92.68529,946.6,33.04,167.2,,Sparse Forest,769.4,642.3,17,34.6,106.3,214.8,470.3,1,05-01-2020,0.04,0,DEMO DATA
TG-003546,Nagaland,Dimapur,25.87746,95.44598,1695.8,54.33,183.2,,Dense Forest,323.6,642.8,39.6,160.6,282.2,696.5,1360.3,7,08-11-2023,0.811,0,DEMO DATA
TG-003547,Manipur,Churachandpur,25.52824,94.46527,2760.1,40.34,146.3,Clay Loam,Sparse Forest,1770.7,960.8,25.5,99.3,343.2,541.8,1096.3,7,14-09-2024,0.7043,0,DEMO DATA
TG-003548,Nagaland,Mokokchung,26.98778,93.81425,1173.2,45.83,261.6,Clay Loam,Grassland,191.7,2038.6,25.8,83.1,200.4,411.9,511.9,2,03-07-2020,0.1712,0,DEMO DATA
TG-003549,Tripura,Gomati,24.40451,92.20568,998.2,13.29,103.3,Silty Clay,Dense Forest,86.8,948,15.4,57.7,83.1,177,458.9,0,24-03-2025,0.0093,0,DEMO DATA
TG-003550,Mizoram,Lunglei,23.5414,92.20744,2843,2.1,21.3,Silty Clay,Agricultural Land,315.8,134.3,9.1,30.9,106.6,161,302.3,2,20-01-2019,0.0141,0,DEMO DATA
TG-003551,Arunachal Pradesh,West Siang,28.48232,91.64277,1975.7,43.02,172.1,Silty Clay,Dense Forest,57.4,283,27.2,109.6,215.8,491.8,877.7,2,26-11-2019,0.1918,0,DEMO DATA
TG-003552,Assam,Cachar,24.7164,95.79743,20,11.21,195.5,Loam,Grassland,531.7,2624.9,22.3,79.8,155.5,326.9,619.7,2,06-09-2016,0.0205,0,DEMO DATA
TG-003553,Assam,Kamrup,24.41735,90.3766,1383.7,4.97,158.7,Laterite,Dense Forest,118.4,165.5,20.3,86.2,280.9,449.5,915.3,1,28-07-2019,0.0328,0,DEMO DATA
TG-003554,Meghalaya,Jaintia Hills,25.14214,89.82242,1759.9,41.82,147.3,Sandy Loam,Built-up/Urban,764.3,265.1,19.3,80.6,190.5,305.9,480.6,6,30-10-2024,0.2253,0,DEMO DATA
TG-003555,Sikkim,East Sikkim,28.07373,88.59492,1719.2,30.81,4.9,Sandy Loam,Agricultural Land,184.3,139.7,16.6,36,119.7,297.8,416.5,2,14-01-2015,0.0499,1,DEMO DATA
TG-003556,Nagaland,Zunheboto,25.45534,93.90341,1246.3,30.2,99.3,Sandy Loam,Built-up/Urban,304,115.3,11.6,31.7,76.9,185.6,297.2,0,13-06-2021,0.0246,0,DEMO DATA
TG-003557,Assam,Golaghat,26.7662,95.91386,92.2,8.36,229.4,Silty Clay,Built-up/Urban,2309.2,137.4,12.9,48.7,154.2,368.9,449.1,1,30-11-2024,0.0226,0,DEMO DATA
TG-003558,Tripura,Gomati,23.48937,91.36784,242.2,26.6,248,Rocky/Gravelly,Barren/Rocky,16.7,118.8,2.8,24.9,70.4,135.9,137.3,2,24-01-2020,0.0506,0,DEMO DATA
TG-003559,Arunachal Pradesh,Changlang,28.33434,92.76981,1617.5,38.9,251.5,Rocky/Gravelly,Dense Forest,2097.3,394.7,2.2,9,12,12.2,0,2,11-09-2025,0.0202,0,DEMO DATA
TG-003560,Meghalaya,East Khasi Hills,25.82515,90.7462,1734.7,14.29,278.2,Rocky/Gravelly,Dense Forest,69.1,224.3,22,75.2,146.4,346.2,502.3,0,15-07-2024,0.0194,0,DEMO DATA
TG-003561,Tripura,Gomati,22.91903,91.59381,743.1,20.63,289.4,Rocky/Gravelly,Built-up/Urban,488.7,565.3,9.7,22.5,57.3,112.8,211.1,4,27-05-2018,0.0377,0,DEMO DATA
TG-003562,Meghalaya,East Khasi Hills,25.59768,92.26592,1803.8,19.39,34.4,Loam,Dense Forest,232.7,32.4,15.1,61.1,102.4,239.3,382.5,0,19-12-2019,0.0109,0,DEMO DATA
TG-003563,Assam,Karbi Anglong,27.01789,93.71918,1336.1,19.74,120,Silty Clay,Agricultural Land,338.1,959.8,13.8,54.5,134.5,302.3,580.5,2,16-03-2024,0.0387,0,DEMO DATA
